platform,source_id,employee_type,employee_length,employee_location,rating_overall,cleaned_text,vader_score,vader_label,final_sentiment,primary_theme,theme_count,confidence,themes_str,views,would_they_return,human_sentiment,roberta_label,roberta_score
Glassdoor,103,Current employees,20,"Charleston, TN",5,mutiple time option average health insurance option small department lot room move without moving,0.0,neutral,neutral,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,104,Former employees,2,"London, ON",4,good benefit good pay celebration repetitive work inappropriate rule partiality,0.7506,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,
Glassdoor,105,Current employees,4,"San Bernardino, CA",1,lot overtime worked hoursweek con pro website doesnt allow copy response,-0.1695,negative,negative,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,
Glassdoor,106,Current employees,2,"Sparrows Point, MD",4,freedom opportunity career choice decent pay physically tiring poor training enough benefit,0.7579,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,
Glassdoor,107,Former employees,2,"Rugeley, England",1,good manager lot overtime available cold warehouse lonely isolating job,0.1027,positive,positive,T4_Supervisor_Inconsistency,1,HIGH,T4_Supervisor_Inconsistency,,,,,
Glassdoor,108,Current employees,2,"St. Thomas, ON",5,good pay rate associate lot internal politics amazon warehouse,0.4939,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,
Glassdoor,109,Current employee,0,"Council Bluffs, IA",5,good place start warehouse job temperature little chilly,0.4404,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,110,Former employees,2,"Jeffersonville, IN",3,pto work every night lot turn monotonous,0.0,neutral,neutral,T1_Physical_Degradation,1,LOW,T1_Physical_Degradation,,,,,
Glassdoor,111,Former employees,4,"Goodyear, AZ",4,really good benefit job get overwhelming,0.7559,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,
Glassdoor,112,Current employee,0,"Leeds, England",4,easy much weight handle long shift stationed one place,0.4404,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,113,Current employees,4,"Edmonton, AB",3,good money better average job favouritism appreciation work youll get less work less give,0.8442,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,114,Current employees,9,"Windsor, CT",3,fast advancement great benefit high turnover much accountability long hour holiday season,0.8689,positive,positive,T2_Nepotism_Advancement,2,MEDIUM,T2_Nepotism_Advancement | T3_Pay_Benefits,,,,,
Glassdoor,115,Current employees,2,"Avenel, NJ",3,simple work required rate per hour slightly unreasonable due fact item heavy total harder walk around pushing heavy cart lower rate increase pay give shift,-0.0772,negative,negative,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,
Glassdoor,116,Current employees,4,"Saint Louis, MO",1,great benefit flexible lot different position try incase dont like main role free holiday meal year come leave work whenever want using unpaid time pto lay school offer career program although test get difficult forced mandatory extra time met day hour regular shift day hour get forced cross trained get labor share different department wether like position high expectation making rate position manager anyone lead position micromanage breathe neck always getting watched judged everyone shut minimal concern nobody care care saving behind get hurt well better pray dont amcare send doctor lie say werent hurt dont pay injury sue department strict find reason write use break time get back station sign scan something end break get trouble use break time walking break area far restroom dont forget need use break time come back break time youll get trouble human life outside work somebody child wife husband father mother grandparent robot machine use toss away whenever feel like amazon one choice make living family,0.9688,positive,positive,T4_Supervisor_Inconsistency,4,HIGH,T4_Supervisor_Inconsistency | T3_Pay_Benefits | T1_Physical_Degradation | T5_Bathroom_Dignity,,,,,
Glassdoor,117,Former employee,0,"Orlando, FL",3,lot hard work care number,0.4767,positive,positive,T5_Bathroom_Dignity,1,LOW,T5_Bathroom_Dignity,,,,,
Glassdoor,118,Current employees,2,"Ottawa, ON",5,good base pay health benefit paid vacation work heavy sometimes need physical strength,0.8271,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,
Glassdoor,119,"Current employee, less than 1 year",1,"Coconut Creek, FL",5,employment stability competitive pay benefit diverse workforce physical demand management challenge monotonous task high turnover rate fast spaced environment focus employee wellbeing encourage balance productivity employee health consider frequent break ergonomic assessment wellness program,0.8519,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,
Glassdoor,120,Former employee,0,"Charlotte, NC",5,paid hour stay long enough get better pay well least ive heard treat like number robot,0.8442,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T5_Bathroom_Dignity,,,,,
Glassdoor,121,"Former employee, less than 1 year",1,"Calgary, AB",4,great benefit great people work work physically demanding,0.8834,positive,positive,T1_Physical_Degradation,1,HIGH,T1_Physical_Degradation,,,,,
Glassdoor,122,"Former employee, less than 1 year",1,"Sioux Falls, SD",4,good pay company lovely colleague much heat lot noise,0.743,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,
Glassdoor,123,Former employee,0,"St. Thomas, ON",2,good pay nice shift hour politics partiality play major role,0.7717,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,
Glassdoor,124,Former employees,2,"Dartford, England",3,flexible working schedule good pay extremely physical employee treated machine sometimes,0.5267,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T5_Bathroom_Dignity,,,,,
Glassdoor,125,Former employee,0,"Ottawa, ON",1,good benefit valuable working experience opportunity learn grow poor management support lack understanding personal hardship unfair treatment injured job highpressure environment unrealistic expectation time treat associate respect dignity foster supportive environment especially challenging time ensure fair treatment employee including dealing workrelated injury,0.932,positive,positive,T4_Supervisor_Inconsistency,5,HIGH,T4_Supervisor_Inconsistency | T1_Physical_Degradation | T3_Pay_Benefits | T2_Nepotism_Advancement | T5_Bathroom_Dignity,,,,,
Glassdoor,126,Former employee,0,"Bolton, ON",3,good pay considering warehouse job good new immigrant keep afloat tough market way much politics promotion special role nobody get unless good relation senior,0.8591,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T1_Physical_Degradation,,,,,
Glassdoor,127,Current employee,0,Not Specified,4,mandatory overtime mandatory cross training constantly changing procedure standard flexible schedule many time option,0.3612,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,
Glassdoor,128,"Current employee, more than 3 years",9,"Little Rock, AR",2,benefit really great pay average though still favoritism upper management untouchable undefined get horrible manager slow death make sure bow upper management youll never promote fairly kudos people oriented manager care people self inflated ego,0.1602,positive,positive,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation | T2_Nepotism_Advancement,,,,,
Glassdoor,129,"Former employee, more than 1 year",2,"Oak Creek, WI",3,many benefit wanting school offer help pay youre willing work mind business good place work opportunity swap day another available day help planned vacation use less pto upt physically draining peak youll feel day long schedule stretched one hour earlier morning extra day thats obligated work there much wellness center sick day pto upt unpaid time sick day dont dismiss opportunity employer explain happened write involved employer pov matter job,0.7762,positive,positive,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,,,,,
Glassdoor,130,"Former employee, more than 1 year",2,"Delta, BC",3,benefit better pay labour job longer working hour poor management flexible,0.5106,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation,,,,,
Glassdoor,131,"Current employee, more than 5 years",20,Not Specified,3,work easy depends department hire upon business need outbound always need outbound dock afe pick best department get hired inbound dock icqa icqareceivedockpickstow,0.7964,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,132,Current employee,0,Not Specified,3,good pay plenty benefit warehouse associate,0.6705,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,
Glassdoor,133,Current employee,2,Not Specified,3,treat associate better give better opportunity grow favoritism actually deserve benefit lot good people working provide class course also paid tuition student paid vacation pto covid leave associate,0.9493,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,
Glassdoor,134,"Former employee, less than 1 year",1,"Wichita, KS",2,warehouse easy navigate training short thorough crammed information short period time put floor handson experience,0.4404,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,
Glassdoor,135,"Current employee, more than 5 years",20,"Shakopee, MN",2,working peer working significant short break lack compassion treated number management doe care employee coworkers create hostile work environment,0.6705,positive,positive,T4_Supervisor_Inconsistency,2,LOW,T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,,,,,
Glassdoor,136,"Former employee, less than 1 year",1,"Albuquerque, NM",1,nothing pro amazon true review place degrading ask question terrible ask manager treat number coached time management never appreciated work worked night shift day week worked picking never work picking decide work worst nobody want work position compared position literally night day way treat tried transfer packing know would never happen told amazon decision freedom dont know crosstrain people even management said liked department better became manager constantly transfer department management kid lot favorite always laptop watching like shark job security fire whenever want amazon planned two stall bathroom right across manager station camera place even break room please read news article review indeed eyeopener robot perfect job respectful shoe became management,0.9105,positive,positive,T4_Supervisor_Inconsistency,5,HIGH,T4_Supervisor_Inconsistency | T1_Physical_Degradation | T5_Bathroom_Dignity | T3_Pay_Benefits | T2_Nepotism_Advancement,,,,,
Glassdoor,137,Former employee,0,"Stockton, CA",1,vto great needed much favoritism across department,0.7003,positive,positive,T2_Nepotism_Advancement,2,LOW,T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,
Glassdoor,138,"Former employee, more than 1 year",2,"Kernersville, NC",3,decent pay someone young amazon prime membership cheap lot favoritism management change every month management idea job worker work useless time keep one manager longer month put manager lower position day maybe least know basic function job theyre overseeing,-0.4588,negative,negative,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T2_Nepotism_Advancement,,,,,
Glassdoor,139,"Former employee, more than 8 years",20,"West Columbia, SC",2,fair pay good benefit tuition reimbursement value employee treat youre piece machinery easily find replacement tossed side year employment reported small knee injury job turnover rate insane easily different manager year also hiring event would bring new employee week time less employee still working make really difficult advance every week getting new manager restart whole process training getting know know kind worker difficult advance manager constantly changing take time valuing core workforce,0.8935,positive,positive,T3_Pay_Benefits,5,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation | T2_Nepotism_Advancement | T5_Bathroom_Dignity,,,,,
Glassdoor,140,"Former employee, less than 1 year",1,"Tampa, FL",4,hour work pay stay pick extra shift there one good manager couple pa overworking pick slack others rampant sexism harassment homophobia transphobia lot favoritism majority management lazy treated like number physically demanding,-0.2263,negative,negative,T4_Supervisor_Inconsistency,5,HIGH,T4_Supervisor_Inconsistency | T1_Physical_Degradation | T3_Pay_Benefits | T5_Bathroom_Dignity | T2_Nepotism_Advancement,,,,,
YouTube,1,,,,,okay youre want know experience working amazon like currently worked amazon back desperately desiring job went rabbit hole tiktok watching people amazon pack box really wanted would amazon website much possible looking job always far away minute applied position delivery station station wanted wanted fulfillment center packing station delivery station thing available worked month trying stick money delivery station youre helping final step package already packed labeled youre getting driver start stowing scanning package putting bag stacking bag large metal rack level high pulling heavy cart driver fun first quickly got overwhelmed smaller woman lift heavy bag onto level rack really annoying would use might ask guy around help got irritating fast stowing became annoying sweating felt productive first week enjoyment changed stuck liked paycheck helping pay car stuff started dreading time went eventually started feeling claustrophobic even approaching work strong anxiety body using tell wasnt right didnt make official friend though getting cool one girl guy flirting trying get close complimented blue temporary hair dye tried hug read energy didnt think would anywhere meaningful also possibly worked rapper goldlink someone looked exactly like girl worked later became popular tiktok found crazy shoe situation amazon requires steeltoed shoe partner zappos get shoe completely tore toe toenail bleeding underneath used shoe cover already late kept working made worse quit finally able heal noticed pinky toenail seems grow differently job bad job active like workout appreciate specifically wanted pack box fulfillment center packing look fun love repetitive job know day day even singlepack would great delivery station key advice make sure apply right type amazon warehouse actually want delivery station last step delivery different fulfillment center packing check hiringamazoncom regularly hiring process simple basically get job show orientation heavy lifting cart pulling level stacking steeltoe shoe caused toenail damage long commute min job mismatch physical demand poor equipment commute body signalsburnout,0.996,positive,negative,T1_Physical_Degradation,4,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency | T2_Nepotism_Advancement,86,Maybe — only if fulfillment center packing role,Mixed (neutral-negative),negative,0.478
YouTube,2,,,,,right today officially first day working amazon warehouse got work shoe let see video delayed stuff personal life kept coming wanted make sure information needed ive amazon month half saying month simplicity first day orientation gathered front building directed classroom whole shift basically presentation covering need know everything facility guideline rule dont allow filming inside facility lose job give free clear bag carry stuff there security checkpoint metal detector every time leave shift scheduling worker work hour shift there flex schedule hour flex hoursweek minimum hour flex least hour keep job flex let pick morning midday night shift currently working donut schedule mon tue wed thu fri weekend department ship dock package drop cart either move cart floor loaded onto truck youre one moving cart floor onto truck lot walking step day definitely invest scholls insole comfortable shoe steel toe safety shoe required amazon give credit get free program pay varies state virginia started hour recently increased hour paid every wednesday first check take two week set purpose people dont work one week quit vto voluntary time randomly offered drop shift consequence wont get paid take fast go quickly amazon offer worker work available balancing labor cost pto vacation regular worker earn minute pto per hour shift flex worker dont get pto since make schedule vacation need requested least week advance shift swap someone pick day hour overnight shift working overnight right going late isnt problem getting brutal hour mark youre ready leave leaving early cost lot pto break two minute break first around ampm second around ampm depending shift department strict break time others flexible food spot within minute facility recommend bringing food manager varies department facility chill strict earbuds phone younger manager relaxed long work get done bathroom break strictness also varies overall pay good work isnt bad hour shift require mental toughness wouldnt longterm personally using build money move career elsewhere work holiday like thanksgiving christmas new year overnight hour hour shift mentally draining nearby food steel toe shoe required stepsday kill foot long hour overnight shift physical demand scheduling flexibility vtoflex fair pay management varies,0.976,positive,positive,T3_Pay_Benefits,5,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation | T5_Bathroom_Dignity | T2_Nepotism_Advancement,1711,No — short-term only,Mixed (positive-neutral),neutral,0.753
YouTube,3,,,,,working amazon weight youre going lose dont need planet fitness dont need jog park amazon lose weight kid background working albertsons supermarket wanted money cousin kept pushing apply hesitant applied got call set drug test recruiter scheduled wrong day conflicted school exam showed next day told nothing could done shift already given someone else already put two week notice previous job stuck eventually got alert wednesdaysaturday overnight shift accepted even though wasnt preference shift pay hour shift overnight starting pay hour started higher got raise month another every month eventually reached paid every week amazon also paid full college tuition main reason stayed nearly year orientation training day classroom powerpoints exam answer basically given slide thrown onto forklift order picker training pregnant worker cant operate forklift ops get assigned mids upstairs area walking department pick outbound find item location scan stow put item shelf receive item come conveyor truck put bin ship dock pack crosstrained almost sometimes working different location one day exhausting hardest part constantly moved around department physically brutal picking bed frame item hour straight got written productivity tot time task scanner track every move process assistant monitor youre scanning break technically minute effectively scantoscan requirement people literally running back lunch still back problem day lost significant weight working slept entire day every week recover liked pay progression weekly pay full tuition coverage school day day schedule ability pick extra shift bonus hoursweek max easiest area pack receive receive especially item come harder rack timeofftask security metal detector leaving entering found concerning background check either verdict worst job he ever incredibly stressful physically draining stayed year amazon paid school advice use like theyre going use would recommend money tuition benefit longterm career physical exhaustion item shift back problem totproductivity writeups moved across department one day break effectively min overnight shift lost significant weight physical demand productivity surveillance department instability poor worklife balance overnight shift tuition benefit positive pay progression positive,0.809,positive,negative,T1_Physical_Degradation,5,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency | T2_Nepotism_Advancement | T5_Bathroom_Dignity,2560,No — would not return,Negative,neutral,0.595
YouTube,4,,,,,experience working amazon service limited warehouse called cwl based swansea wale logisticalwarehouse operative role department get allocated specific department inbound sorting packing picking shipping experience mostly packing picking training assigned buddy show job packing learn follow onscreen instruction select right box size based item sizeweightmaterial soft hard item attach special label lithium battery warning label screen tell everything box use label print put conveyor belt shipping picking use handheld device guide product location turnbyturn navigation learn warehouse sign layout daunting first get used hour pay minimum hoursweek christmas period hoursweek maximum allowed going trigger disciplinary action paid slightly national minimum wage overtime pay hour double pay hour overall verdict positive experience recommends especially student people new work wanting extra money festive season amazon doesnt require extensive skill experience ideal fit healthy people ready work benefit outweigh negative view warehouse layout initially daunting long hour hrsweek physically demanding physical demand training quality payovertime seasonal work entrylevel accessibility,0.983,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,476,Yes — would recommend,Positive,positive,0.707
YouTube,5,,,,,clicked video youve probably heard horrible story working amazon let talk context natalie female worker almost shared storytime amazon treated previously posted video hating job core frustration treated like number person incident repeatedly sent physically demanding area building tablespressers station throw item onto moving line meet rate quota get written despite larger men lb available management kept picking station amazon policy assigning someone job two day row third consecutive day sent arrived hour late tired manager tried send back dock third day refused took badge clocked using accrued time accrued time upt equivalent work time accumulate balance hit zero youre fired always kept balance high specifically could leave management crossed line promotion rejection offered learner trainer position passed interview wanted switch current schedule hour night shift declined would never see husband kid belief right decision mindset shift realized matter fast work many order get get pay stopped overinvesting company doesnt appreciate focus building youtube channel us pto freely doesnt feel guilty key quote theme refuse stay job feel like number jeff bezos he eating get low format natalie doesnt feel valued know deep hard worker invest going good verdict still employed amazon deeply disengaged classic case quiet quitting driven lack recognition unfair task assignment promotion process required sacrificing family time treated like number repeatedly assigned physically demanding station unfairly ratequota pressure promotion required night shift sacrificing family time recognition lack recognition unfair task assignment productivity quota worklife balance promotion barrier disengagementquiet quitting,-0.865,negative,negative,T1_Physical_Degradation,5,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity | T2_Nepotism_Advancement,1203,"No — staying only by choice to collect pay, not out of loyalty",Negative,negative,0.738
YouTube,6,,,,,cosplaying jeff bezos talk amazon experience worked different amazon warehouse delivery station fulfillment center returnssortation center dedicated sortation warehouse amazon fresh tier list amazon warehouse type tier amazon fresh easiest job tier delivery station tier fulfillment center tier sortation worst pit hell return type people see amazon elderly worker single parent baggy eye couple cheating college dropout paying debt fresh high school graduate started year veteran identified vest badge vto hoggers camp app grab voluntary time instantly people affair depressed worker staring blankly rethinking life choice rumorsslackers taking min break every minute mistake made advice schedule choose right shift stick morning shift recommended wrong schedule quitting first weekmonth worked shift across warehouse social life dont afraid talk people alone amazon mentally break deep inner thought working solo making friend make shift bearable hydration bring water get hot tiring sweat constantly manager remind bring water shift peak prime season working hoursweek one day manager intense timemomentum prime happens midjuly summer watch christmas thanksgiving black friday cyber monday extra money good physically brutal needed back surgery attribute physical demand amazon work fastpaced customer prime expect package fast time pressure flow way warehouse worker body verdict typical warehouse job good starting job good summer job high schoolers worked would work never going back back surgery physical demand sortation return extremely hard peakprime season brutal week isolationloneliness mental health strain vto competition physical injury back surgery mental healthisolation peak season pressure warehouse type variation social environment schedule importance,0.567,positive,negative,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,529,No — never going back,Negative,negative,0.53
YouTube,7,,,,,jen ether currently employed amazon month making survive guide researching scary story starting chose ignore negative video people lasted day orientation even finish orientation full day hour sitting classroom bring snack water gum coffee long horrible mentally prepare foot every job amazon requires standing even forkliftpitchfork machine standup hour foot every shift foot hurt badly first week normal go away advice epsom salt soak foot massage day suitable people existing foot problem shoe amazon give zappos voucher composite toe shoe order early usually arrive orientation dont fit shoe cover provided temporarily recommend breaking shoe week starting app essential survival tool used calling requesting time tracking upt vacation time pto medical benefit career choice program financial advisor home buying resource discount game changer people dont fully use career choice inside free language class nonenglish speaker free gedhigh school diploma program college tuition paid month semester year extra value financial advisor home buyingbusiness upt unpaid time earn minute upt per shift hr minweek also earn min paid time per week upt go negative job risktermination must manage like money facility fire immediately upt others lenient prepaid pay card access pay day one useful people whove work bill due first paycheck get within first couple day leadership show job consistent leadership notice need suck amazon give trustworthy pin reliable employee shift selection critical pick shift work lifestyle youll burn use upt night shift work best personally overall verdict positive encourages people ignore purely negative review give fair shot emphasizes underutilized benefit major reason stay still currently employed satisfied foot pain first week standing shift shoe fitting issue online ordering upt system complexity long orientation day atoz app benefit tuitioncareer program upt management shift selection foot care leadership rapport prepaid pay card,0.969,positive,positive,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,3700,"Yes — currently staying, recommends others try it",Positive,negative,0.595
YouTube,8,,,,,blue collar worker weldermetal fabricator sharing amazon warehouse experience worked overnight shift month leaving going welding school simultaneously hiring process interview applied took drug test given start date orientation easyquick hire process described misleading job actually orientation screenbased presentation animated video made job look better reality walked warehouse immediately thought isnt going work described robotic machinebased dehumanizing department shipping receiving worked conveyor belt station sorting package assigned location box like grocery aisle either pulling package conveyor putting cart scanning placing location slot fall behind package pile belt stopped every day expected faster day pay hour overnight described shitty work involved break minute break time minute late back break deduct minute pay first break took minute nap knew immediately wouldnt work bathroom break ask manager permission manager redirected another manager second manager asked long think youll gone week later took minute bathroom break manager came confronted saying computer showed exactly long hed away asked needed doctor note felt completely surveilled dehumanized sleep deprivation working overnight welding school getting hour sleep month body gave described feeling like brain couldnt function micromanagement every move tracked computer manager cart computer monitoring aisle activity bathroom break timed felt like number compared military left sleep deprivation combining overnight shift welding school feeling surveilled dehumanized overwhelming pace skill development advice dont money benefit benefit everywhere want develop skill warehouse isnt place use stepping stone dont micromanage misery wear comfortable clothes composite toe boot lighter steel pack food vending machine expensive load caffeine overnight shift verdict would never work actively discourages others applying unless genuinely enjoy type environment extreme surveillance bathroom timed computer tracking every move sleep deprivation overnight welding school overwhelming pace dehumanizing environment micromanagement skill development expensive vending food surveillancemicromanagement sleep deprivation dehumanization pace pressure skillbuilding false orientation presentation bathroom restriction,-0.901,negative,negative,T5_Bathroom_Dignity,5,HIGH,T5_Bathroom_Dignity | T4_Supervisor_Inconsistency | T3_Pay_Benefits | T1_Physical_Degradation | T2_Nepotism_Advancement,17000,No — actively discourages others,Negative,negative,0.466
YouTube,9,,,,,worked amazon twice plus amazon delivery sharing experience fulfillment center morning shift ampm daily setup arrive check menu board assigned area name isnt board ask manager offered cart pushing cart day declined assigned simple band count instead robot kiva robot bring mobile shelving unit like moving cubby worker scan count inventory verifies number condition inside warehouse amazon handing knockoff gatorade popsicle electrolyte syrup cope heat described tasting like medicine keep drinking water avoid dehydration bathroom incident firing kept getting approached manager asking going bathroom explained drinking water located back warehouse nearest bathroom far away took min sec walk minimum meaning bathroom trip minute total even moving fast got written warning productivityinactivity first bathroom trip next day manager flagged two separate minute inactivity window bathroom trip called desk fired inactivity escorted two manager walk shame badge taken productivity number actually good manager even told performing well appeal blocked told could appeal atoz app day youre fired app access revoked couldnt find alternative appeal link website either theory firing belief amazon deliberately fire people peak season cycle new worker suspect costcontrol strategy purely performancebased working condition note manager described approaching worker attitude treating lesser he tall felt extra scrutinized verdict recommend staying amazon longterm lock need somewhere else also amazon delivery say even worse offered make part warehouse temperature bathroom break tracked used justify firing despite good productivity number appeal process inaccessible app revoked day firing manager disrespectful far bathroom distance penalized extreme heat surveillanceinactivity tracking unjust firing blocked appeal process dehumanizing management suspected peakseason culling strategy,-0.854,negative,negative,T5_Bathroom_Dignity,3,HIGH,T5_Bathroom_Dignity | T4_Supervisor_Inconsistency | T1_Physical_Degradation,2200,No — recommends leaving ASAP,Negative,positive,0.7
YouTube,10,,,,,worked two different amazon dsp delivery service partner company thirdparty contractor directly amazon sharing experience delivery driver hiring simple apply interview move forward dsp company operates differently pay structure first company offered efficiency pay automatically paid hour even route finished early second company didnt offer guaranteed overtime amazon try stick hour extra hour mainly peak season schedule start time amam finish around typically earliest finish seen know route well dont know stop count package count arrive stop package could package peak season stop possible loading van told minute load thats lie must wait clear staff exiting van take minute warehouse behind effectively minute actually load tote organized work phone bag order given hardest part overflow package super heavy box dont fit tote many driver pull hazard light reorganize road must deliver packageshour minimum packageshour absolute minimum cant spend minute per stop fall behind apartment hardest confusing layout caused major delay van often lack shelf making organization harder violation tracked speeding running yellow light backing fast second company maximum mph reversing got called backing violation everything monitored seniority issue new driver struggle get route front pad first half week sunwed veteran get priority second company worked day route werent available newer driver independence best part job leave station youre verdict would recommends parttime something want repeat unrealistic time pressure minstop pkgshr van loading delay shelf van apartment confusion violation tracking speedbacking route seniority disadvantaging new driver guaranteed route slow time pressure route complexity vehicleequipment issue seniority system violation monitoring inconsistent dsp company quality independence positive,-0.328,negative,negative,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,33880,No — part-time only at most,Mixed (neutral-negative),neutral,0.55
